,star_id,sobject_id,dr2_source_id,dr3_source_id,survey_name,field_id,flag_repeat,wg4_field,wg4_pipeline,flag_sp,teff,e_teff,irfm_teff,irfm_ebv,irfm_ebv_ref,logg,e_logg,fe_h,e_fe_h,flag_fe_h,fe_h_atmo,vmic,vbroad,e_vbroad,chi2_sp,alpha_fe,e_alpha_fe,nr_alpha_fe,flag_alpha_fe,flux_a_fe,chi_a_fe,li_fe,e_li_fe,nr_li_fe,flag_li_fe,c_fe,e_c_fe,nr_c_fe,flag_c_fe,o_fe,e_o_fe,nr_o_fe,flag_o_fe,na_fe,e_na_fe,nr_na_fe,flag_na_fe,mg_fe,e_mg_fe,nr_mg_fe,flag_mg_fe,al_fe,e_al_fe,nr_al_fe,flag_al_fe,si_fe,e_si_fe,nr_si_fe,flag_si_fe,k_fe,e_k_fe,nr_k_fe,flag_k_fe,ca_fe,e_ca_fe,nr_ca_fe,flag_ca_fe,sc_fe,e_sc_fe,nr_sc_fe,flag_sc_fe,sc2_fe,e_sc2_fe,nr_sc2_fe,flag_sc2_fe,ti_fe,e_ti_fe,nr_ti_fe,flag_ti_fe,ti2_fe,e_ti2_fe,nr_ti2_fe,flag_ti2_fe,v_fe,e_v_fe,nr_v_fe,flag_v_fe,cr_fe,e_cr_fe,nr_cr_fe,flag_cr_fe,cr2_fe,e_cr2_fe,nr_cr2_fe,flag_cr2_fe,mn_fe,e_mn_fe,nr_mn_fe,flag_mn_fe,co_fe,e_co_fe,nr_co_fe,flag_co_fe,ni_fe,e_ni_fe,nr_ni_fe,flag_ni_fe,cu_fe,e_cu_fe,nr_cu_fe,flag_cu_fe,zn_fe,e_zn_fe,nr_zn_fe,flag_zn_fe,rb_fe,e_rb_fe,nr_rb_fe,flag_rb_fe,sr_fe,e_sr_fe,nr_sr_fe,flag_sr_fe,y_fe,e_y_fe,nr_y_fe,flag_y_fe,zr_fe,e_zr_fe,nr_zr_fe,flag_zr_fe,mo_fe,e_mo_fe,nr_mo_fe,flag_mo_fe,ru_fe,e_ru_fe,nr_ru_fe,flag_ru_fe,ba_fe,e_ba_fe,nr_ba_fe,flag_ba_fe,la_fe,e_la_fe,nr_la_fe,flag_la_fe,ce_fe,e_ce_fe,nr_ce_fe,flag_ce_fe,nd_fe,e_nd_fe,nr_nd_fe,flag_nd_fe,sm_fe,e_sm_fe,nr_sm_fe,flag_sm_fe,eu_fe,e_eu_fe,nr_eu_fe,flag_eu_fe,ra_dr2,dec_dr2,parallax_dr2,parallax_error_dr2,r_est_dr2,r_lo_dr2,r_hi_dr2,r_len_dr2,rv_galah,e_rv_galah,rv_gaia_dr2,e_rv_gaia_dr2,red_flag,ebv,snr_c1_iraf,snr_c2_iraf,snr_c3_iraf,snr_c4_iraf,flag_guess,v_jk,j_m,j_msigcom,h_m,h_msigcom,ks_m,ks_msigcom,ph_qual_tmass,w2mpro,w2mpro_error,ph_qual_wise,a_ks,e_a_ks,bc_ks,ruwe_dr2,ra,dec
1499,08523751+1050537,160107004101049,598613579436507008,598613579436507008,k2_hermes,6605,0,10k_1,lbol,256,3988.1543,108.89962935931464,4050.0,0.0,bay,4.629158,0.19877189017819247,0.22794914,0.13854136508796056,16,0.0672491,0.8581047,6.117249,2.5746686639517677,1.2961451,nan,nan,nan,32,0.63075125,1.1604437,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,None,None,0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,None,None,0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,133.1560553965255,10.848219296567986,4.717149965117551,0.033481473605024126,210.712664837701,209.225289490618,212.220956423275,409.063747405761,7.827154083557129,0.612037738878895,nan,nan,0,0.0524186,5.60716947783,14.8211649642,30.6694909948,34.2051246373,0,14.876917,12.383,0.024,11.684,0.032,11.543,0.019,AAA,11.482,0.021,AABC,0.11199601400756899,0.03513674367278857,2.509705,1.0481626680033478,133.15604642693177,10.848216989992434
1500,08523562+1044332,160107004101063,598611513556606720,598611513556606720,k2_hermes,6605,0,10k_17,lbol,0,4755.14,107.38051167875493,4766.0,0.06,bay,2.2592933,0.263227231738995,-0.8560748,0.0895702693980648,0,-0.82724386,1.2474405,5.7032022,2.3179274210818757,0.5972469,0.1253966957199952,0.044709423937851524,63.0,0,0.6426492,1.3094631,0.2913941860198974,0.10201257954055114,1.0,1,nan,nan,nan,32,0.4721641349792485,0.15827074992592363,1.0,0,-0.2776647186279293,0.07048574266730352,1.0,0,-0.002783393859862926,0.10408652221227827,1.0,0,-0.15227952957153335,0.08566742747388777,1.0,0,0.09080007553100611,0.07429627007296713,1.0,0,-0.04062730789184599,0.11001125077286142,1.0,0,0.2539962005615237,0.09203600371308104,1.0,0,0.10338338851928697,0.07091732651713128,1.0,0,None,None,0,0,0.15222037663642632,0.09589333946875644,7.0,0,0.5230581111055511,0.08338279707941236,14.0,0,0.28716970443725565,0.16364796459674835,1.0,0,-0.04294050216674794,0.09963214821673895,1.0,0,None,None,0,0,-0.1428876686096192,0.10705621341835407,1.0,0,0.1987783986801952,0.10953927246936969,10.0,0,-0.04522238527582691,0.09288419181536502,3.0,0,-0.44873910903930625,0.09068804887766609,2.0,0,0.23515331572240106,0.13299315530820677,3.0,0,nan,nan,nan,32,nan,nan,nan,32,0.41757975932113667,0.17324638057392552,3.0,0,nan,nan,16.0,32,nan,nan,nan,32,nan,nan,2.0,32,0.3121686744689942,0.11512521629917392,1.0,0,0.30991803112888694,0.11514060703063912,6.0,0,-0.13997186660766614,0.15732989528700722,1.0,1,0.4408172416687013,0.16578196722823166,1.0,0,0.24410642623901357,0.15118207037448883,1.0,0,0.44143217086791997,0.1130825341307856,1.0,0,133.1484648757384,10.742533332596864,0.16138411197867542,0.025121124328603493,4603.30496065582,4156.27028482135,5141.76106042831,409.436272680276,52.64500045776367,0.0689999982714653,nan,nan,0,0.0153124931167617,19.844354465,31.922684053,51.8776807014,50.4189452525,0,13.850218,11.995,0.026,11.446,0.032,11.35,0.02,AAA,11.36,0.022,AABU,0.005508091049194856,0.0356486730177611,2.0568724,1.040287318144063,133.14846536359315,10.742532146245672
1501,08525008+1037032,160107004101064,598593719507888256,598593719507888256,k2_hermes,6605,0,10k_26,lbol,0,5090.4863,97.61258110752361,5233.0,0.06,bay,3.773734,0.1859735562408689,-0.45898867,0.07704007739007879,0,-0.4165916,1.1261293,5.0149274,2.2963172883763194,0.8252424,0.2638210199304609,0.03850740088590203,443.0,0,0.70944095,1.3509803,nan,nan,nan,32,nan,nan,nan,32,0.4544381904602055,0.14258858122607485,1.0,0,0.1070689582824711,0.059927657280625046,1.0,0,0.3396243095397953,0.08528669265084524,1.0,0,0.3308213615417479,0.07636151134825156,1.0,0,0.23510530471801783,0.06464092470680322,1.0,0,0.10483615875244112,0.09600740877371945,1.0,0,nan,nan,nan,32,0.15243944168090806,0.06162708566677225,1.0,0,None,None,0,0,0.25189497825928625,0.05796851751725072,55.0,0,0.2788581085446741,0.05714931154999387,15.0,0,0.1975166893005369,0.15038611314809525,1.0,0,0.0029793930053712003,0.0860695395433986,1.0,0,None,None,0,0,-0.0990935134887696,0.0888108787475777,1.0,0,nan,nan,nan,32,0.07073308442755202,0.08345831405599285,3.0,0,0.13395563753104517,0.0620137582482826,3.0,0,0.20611533127549111,0.11269279327420341,3.0,0,0.291587734222412,0.12595610320568085,1.0,0,nan,nan,nan,32,-0.09437402725219712,0.18234637639618478,2.0,0,nan,nan,16.0,32,nan,nan,nan,32,nan,nan,2.0,32,-0.36501066207885735,0.09988612775108222,1.0,0,nan,nan,nan,32,0.09534572124481189,0.14752717986477001,1.0,1,nan,nan,nan,32,0.37663039207458504,0.13787291619046538,2.0,1,nan,nan,nan,32,133.20875176367736,10.617434065592114,1.398743430235843,0.025337103371875988,700.469923892593,688.163647047348,713.215979769681,409.620603307508,-44.527000427246094,0.1420000046491623,-43.844376,2.1553476,0,0.0533754,24.9052543331,37.4737794623,59.1420199223,54.0207775429,0,13.197008,11.675,0.024,11.227,0.031,11.156,0.023,AAA,11.133,0.021,AABU,0.012852217117310378,0.03437294043254777,1.8529454,0.9883151727779778,133.2087532573315,10.617430269532212
1502,08532600+1020442,160107004101066,597811898021210368,597811898021210368,k2_hermes,6605,0,10k_17,lbol,0,4856.0127,115.28536246753586,4962.0,0.07,bay,3.3770974,0.20933135481477638,-0.0055322647,0.0968603229057722,0,0.028251678,1.2014891,5.200668,2.355359598135664,0.683725,0.1082836966187275,0.05080856360812027,447.0,0,0.7614706,1.3974028,nan,nan,nan,32,nan,nan,1.0,32,0.08591888427734418,0.18686264970508543,1.0,0,0.041509571075439844,0.09204565600369015,1.0,0,0.17922439575195348,0.14509347405494652,1.0,0,0.25377115249633775,0.10262615701291487,1.0,0,0.10505750656127955,0.09339358358847717,1.0,0,-0.05420810699462919,0.13725128729203906,1.0,0,0.030406303405762003,0.11024988289499484,1.0,0,0.02685817718505845,0.0886570441157465,1.0,0,None,None,0,0,0.13211789588402842,0.08363861215156364,55.0,0,0.13010749829362225,0.1053492343881298,11.0,0,0.34843929123467915,0.14952284095475749,3.0,0,0.14828454971313487,0.1258794373897265,1.0,0,None,None,0,0,0.09707633972167962,0.14515831795600298,1.0,0,0.03352953003063343,0.0868629579808779,14.0,0,0.10790671721644193,0.10938027038817802,3.0,0,0.05666253779858338,0.08199974939499043,3.0,0,0.06736752350311821,0.17279597458570356,3.0,0,nan,nan,nan,32,0.22400231361389178,0.142561232867227,1.0,1,0.10694042205810561,0.2883257448094102,2.0,0,nan,nan,16.0,32,nan,nan,2.0,32,nan,nan,2.0,32,-0.20410625457763665,0.1447277724976419,1.0,0,nan,nan,nan,32,-0.08819402694702161,0.17314590476417188,1.0,1,0.6085670948028565,0.11339583687551044,2.0,1,0.20634862422943123,0.15434208248048334,2.0,1,0.004786186218261768,0.12678773180154831,1.0,1,133.35839346533783,10.345626796664442,0.5542591008982705,0.028818904801034745,1705.55500420017,1624.32619794927,1795.09453353016,409.944797296249,42.185001373291016,0.07699999958276749,nan,nan,0,0.0,13.6883283557,23.6650376034,41.2382144798,39.1440108096,0,14.384536,12.569,0.022,12.023,0.032,11.938,0.021,AAA,11.951,0.023,AABC,0.0,0.036176656395073996,2.0071468,1.1439158412024888,133.35839342493347,10.345626383745916
1503,08531607+1016267,160107004101071,597809595918750080,597809595918750080,k2_hermes,6605,0,10k_18,lbol,0,4842.0684,129.87018015937227,4933.0,0.07,bay,2.4255157,0.28978214743508074,-0.34409142,0.10940791574552707,0,-0.3526971,1.2073565,5.644024,2.4233096411485255,0.5757461,0.11300406053607691,0.05716743657169248,447.0,0,0.6995617,0.8763689,0.04418058395385738,0.12226915516741989,1.0,1,nan,nan,1.0,32,0.194380264282227,0.19997200051977376,1.0,0,0.009713115692139063,0.10285800921677112,1.0,0,0.3207181930541996,0.16674115729292008,1.0,0,0.08985074996948228,0.11039881300465387,1.0,0,0.17184093475341822,0.1027340297476882,1.0,0,0.06965463638305636,0.15040023216142379,1.0,0,0.06684143066406278,0.11867032879651404,1.0,0,0.07423767089843736,0.0970956120508525,1.0,0,None,None,0,0,0.01931876130479893,0.097935158099667,55.0,0,0.25650340388105614,0.12483882758438383,11.0,0,nan,nan,nan,32,-0.1457499313354491,0.13849812445879878,1.0,0,None,None,0,0,0.013964576721191335,0.16460412092294724,1.0,0,0.14268742213054597,0.11880124402067507,12.0,0,-0.0012016105651859732,0.15693852723181267,1.0,0,0.09138244628906289,0.1235470370941219,2.0,0,nan,nan,nan,32,nan,nan,nan,32,0.6462671279907228,0.1479699143423744,1.0,1,0.06376091003417983,0.32402530338966967,2.0,0,nan,nan,16.0,32,nan,nan,2.0,32,nan,nan,2.0,32,0.41886528015136726,0.15900178956843428,1.0,0,0.41607486724853526,0.20341049134731293,4.0,0,-0.135350480079651,0.17971512860875116,1.0,1,nan,nan,nan,32,0.1508791112899781,0.15844130942131743,2.0,1,0.12852924346923833,0.13256073535361113,1.0,0,133.31701509790392,10.27409767494809,0.12261071462050184,0.02836131219525972,5129.73776307588,4554.21246891436,5834.48401261172,410.329929058161,14.20199966430664,0.07400000095367432,nan,nan,0,0.0,11.9080775254,20.4572347088,35.4780121219,34.1821117082,0,14.40456,12.628,0.022,12.1,0.031,12.011,0.023,AAA,12.022,0.022,AABU,0.0,0.034896076655972046,2.0098112,0.9459942543580155,133.31701489581624,10.274097467613792
1504,08521459+1046339,160107004101073,598611380413415424,598611380413415424,k2_hermes,6605,0,10k_16,lbol,0,4842.7437,128.47865770152248,5055.0,0.05,bay,4.541586,0.1983964782295152,-0.0075588226,0.1174157336909253,0,-0.021502659,0.994839,4.163782,2.6620572881948514,0.5964199,0.04473463245804145,0.06325136890535378,447.0,0,0.777483,1.0117283,-0.22849874496459965,0.1294300714713307,1.0,1,nan,nan,nan,32,0.2143549728393559,0.2158186239857157,1.0,1,-0.1344767189025875,0.11665823772203554,1.0,0,0.14674558639526403,0.1952544698861503,1.0,0,0.11042627334594712,0.11979231348356766,1.0,0,0.11791065216064478,0.11447494751546251,1.0,0,-0.010379619598388956,0.16679683874251813,1.0,0,0.001067943572998331,0.12889986196270356,1.0,0,0.08071502685546861,0.10752538590141003,1.0,0,None,None,0,0,-0.10459406571444807,0.12481494360027727,38.0,0,0.17191160202026357,0.23853951692581177,8.0,0,-0.056812515258789276,0.23453615605831146,1.0,0,-0.09361494064331044,0.15419499658861746,1.0,0,None,None,0,0,-0.022902565002441477,0.18969084406463804,1.0,0,0.09500581741333036,0.14970404658159064,4.0,0,0.16114978150448098,0.13094861034441058,3.0,0,0.020171465486671075,0.10450243441485535,3.0,0,-0.08006457160957113,0.2162000501992279,3.0,0,nan,nan,nan,32,0.3811740398406984,0.15413976915689478,1.0,1,0.22196880340576186,0.3696022229121054,2.0,0,nan,nan,16.0,32,nan,nan,2.0,32,nan,nan,2.0,32,0.06732185363769538,0.176789755377332,1.0,0,nan,nan,nan,32,0.5962883090972899,0.18720092701158364,1.0,1,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,1.0,32,133.06083495778057,10.776064364767054,1.9772094070252832,0.03162625186585073,498.549478932468,490.751844770961,506.594271080619,409.648820917726,10.036999702453613,0.09300000220537186,nan,nan,0,0.0,9.65324457933,16.9432342811,29.7966564664,28.5880757463,0,14.7002535,13.101,0.026,12.621,0.032,12.551,0.025,AAA,12.574,0.025,AAUU,0.0,0.037278036052443106,2.0161395,1.0519553448746968,133.06083497097094,10.776062898846126
1505,08523545+1032564,160107004101076,598569598971566592,598569598971566592,k2_hermes,6605,0,10k_23,lbol,0,4922.3374,92.33191893526784,4951.0,0.06,bay,2.429814,0.25249855823902795,-0.4614272,0.06766300947174841,0,-0.47512314,1.1757114,5.480524,2.213244534688768,0.8639746,0.1024324145194494,0.030348827597887058,415.0,0,0.6729144,1.8370467,nan,nan,nan,32,nan,nan,nan,32,0.18172643661499066,0.12294495166777397,1.0,0,-0.03572994232177695,0.04809887015507658,1.0,0,0.08658494949340856,0.06553300580025626,1.0,0,0.016953792572021342,0.06469943596897909,1.0,0,0.11581352233886744,0.053480246749475886,1.0,0,nan,nan,nan,32,0.18738157272338896,0.06989105595572095,1.0,0,0.07818922042846665,0.050510218571527085,1.0,0,None,None,0,0,0.0036331871691695967,0.04994084484478547,55.0,0,0.23617296747410918,0.04920256860206108,15.0,0,-0.08714839407645426,0.09783439848942949,3.0,0,-0.1494396972656249,0.07005314345941355,1.0,0,None,None,0,0,-0.13760002136230476,0.06881181794873467,1.0,0,-0.10140761922314145,0.07778728638515603,12.0,0,-0.06665495338273125,0.07122089400767638,3.0,0,-0.13023865064649792,0.05270457684530529,3.0,0,0.15851381340756596,0.08909313243967276,3.0,0,nan,nan,nan,32,nan,nan,nan,32,-0.01748675182900159,0.11877795344676305,3.0,0,nan,nan,16.0,32,nan,nan,nan,32,nan,nan,2.0,32,0.3726697731018067,0.08195622504707585,1.0,0,0.03470260001343661,0.10698544714837216,3.0,0,-0.3419295692443849,0.13365122971033414,1.0,0,0.29250944137573254,0.1384132745745973,1.0,0,-0.1617601966857911,0.1286128488753246,1.0,0,0.1879283714294434,0.09311701172407348,1.0,0,133.14772132855418,10.54902168633166,0.2859784286685023,0.03306107970495436,3007.40866179474,2738.99605561464,3328.94206187985,410.067174511337,26.38800048828125,0.06700000166893005,nan,nan,0,0.0,30.3854120387,46.0061603093,70.3240855884,65.4808065223,0,13.159996,11.462,0.023,10.962,0.03,10.874,0.019,AAA,10.914,0.02,AAAU,0.0,0.03309896051194849,1.9573936,0.9614971607377997,133.14772085417624,10.549021840930838
1506,08525255+1013570,160107004101079,597809149242165120,597809149242165120,k2_hermes,6605,0,10k_28,lbol,0,5147.279,137.02535324475392,5443.0,0.06,bay,4.5357428,0.1977033073275176,-0.18011856,0.12251938536623662,0,-0.1727621,1.0435647,4.9218025,2.7127073841126412,0.56801045,0.08486152452889649,0.07308665354463152,159.0,0,0.75244623,0.8957766,0.32489807605743404,0.13108558303667298,1.0,1,nan,nan,nan,32,0.15399787902832074,0.21956052360048176,1.0,0,-0.03198963165283164,0.12002985359519802,1.0,0,0.2216791152954105,0.2023585912393587,1.0,0,0.16812452316284165,0.12201010886503517,1.0,0,0.15593030929565455,0.11731620305582642,1.0,0,-0.18522865295410185,0.1707449501675816,1.0,0,-0.007702045440673544,0.13132297242257254,1.0,0,-0.11180034637451186,0.11002281423204958,1.0,0,None,None,0,0,-0.12798645664764594,0.21833863052368685,3.0,0,0.1775812149047855,0.26716694060614116,4.0,0,-0.050754776000976776,0.3186873592906425,2.0,0,0.11327945709228526,0.15796882324361733,1.0,0,None,None,0,0,0.09941141128540032,0.19586100701301265,1.0,0,0.07767862319946328,0.23689706938260044,8.0,1,0.00959302902221637,0.19458755481488618,2.0,0,-0.053381500244140234,0.13973182689325198,2.0,0,-0.04345445741946342,0.2220088090894605,3.0,0,0.24669804573059073,0.15951149939343223,1.0,1,0.8860318183898928,0.1646193116903305,1.0,0,0.2343818283081056,0.38073924848472457,2.0,0,nan,nan,16.0,32,nan,nan,2.0,32,nan,nan,2.0,32,0.0025215911865235086,0.1810711420894805,1.0,0,nan,nan,4.0,32,0.7202616786956786,0.18890383553930543,1.0,1,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,1.0,32,133.2188274305046,10.232575102670133,1.787907152600457,0.033548700956717845,550.509761987564,540.451180772348,560.942751204439,410.826619263839,75.427001953125,0.10499999672174454,nan,nan,0,0.0451495,10.6557830077,16.1636810559,27.8154364193,25.6829534787,0,14.637838,13.157,0.025,12.753,0.032,12.655,0.026,AAA,12.661,0.026,AABU,0.011016238128662486,0.037850110910369175,1.8262597,1.1122675630301633,133.218823469514,10.232576115449575
1507,08523397+1026385,160107004101080,598567606106748160,598567606106748160,k2_hermes,6605,0,10k_1,lbol,256,3942.649,95.88578671651253,4180.0,0.0,bay,4.593814,0.19260001726854167,0.04356098,0.10273280835563821,16,-0.17439723,0.8508239,6.7936835,2.362587602197266,1.5771013,nan,nan,nan,32,0.6302097,3.5799596,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,None,None,0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,None,None,0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,nan,nan,nan,32,133.14160569298394,10.443909711857614,6.330364999794282,0.024559629832650816,157.252196761046,156.642647283037,157.866423675812,410.429314544074,6.964492321777344,0.5188397720351084,nan,nan,0,0.0480953,12.157430429,25.5047357103,44.8973336614,44.8510188809,0,13.979616,11.725,0.021,11.094,0.033,10.952,0.018,AAA,10.886,0.021,AAAU,0.11750387393188547,0.035907767161115434,2.5013971,0.939343629839334,133.1416061356829,10.44390533581141
1508,08521099+1043210,160107004101081,598610555779700608,598610555779700608,k2_hermes,6605,0,10k_27,lbol,0,5125.848,93.15253789683088,5275.0,0.06,bay,3.4075267,0.1987789676391905,-0.46108198,0.06948389563570026,0,-0.43484244,1.1185807,6.7594247,2.2301450612678604,0.86413056,0.0468063302580204,0.030686980493360137,191.0,0,0.65764976,2.2800019,nan,nan,nan,32,nan,nan,nan,32,0.23431108474731488,0.12354633919231078,1.0,0,0.08974069595336953,0.04843647722127458,1.0,0,0.007095718383789418,0.06607398801624328,1.0,0,0.16236909866332994,0.06505657144914972,1.0,0,0.17451456069946314,0.05380517249615299,1.0,0,0.05191867828369112,0.08003690255955928,1.0,0,-0.06312387466430636,0.07026394924606877,1.0,0,0.11134943008422837,0.05084100199129431,1.0,0,None,None,0,0,0.0020486397718493332,0.05924628411000231,23.0,0,0.2182134288108282,0.05292014017109325,14.0,0,0.041455516815185334,0.16663092374801636,1.0,0,-0.049928073883056534,0.07052577795846873,1.0,0,None,None,0,0,-0.1122303771972657,0.06937467962006935,1.0,0,nan,nan,nan,32,0.00388976544696337,0.07160323115794033,3.0,0,-0.022495447671678735,0.05299245266505608,3.0,0,0.11837493641334618,0.08978196349256887,3.0,0,nan,nan,nan,32,nan,nan,nan,32,0.1391855116526986,0.11963435705097629,3.0,0,nan,nan,16.0,32,nan,nan,nan,32,nan,nan,2.0,32,0.14190347671508796,0.08248409849921937,1.0,0,0.6136741590499879,0.20116937160491943,4.0,1,-0.11077357769012464,0.1341088628445283,1.0,1,0.5755504417419435,0.13893818905445912,1.0,0,0.17390641212463387,0.12889830386682646,2.0,1,nan,nan,nan,32,133.04582787989253,10.722507633219184,0.819874324086911,0.036838043400533246,1176.10816406235,1127.03929065302,1229.53836347079,409.877528345721,-3.3239998817443848,0.0689999982714653,nan,nan,0,0.0,30.5121980385,45.7107056288,69.6592818724,65.7075961252,0,13.030373,11.571,0.026,11.116,0.032,11.078,0.02,AAA,11.067,0.021,AABU,0.0,0.03513674367278857,1.8323323,0.9881086708898551,133.04582754040948,10.722507095506506
1509,08524956+1008157,160107004101082,597790629343195776,597790629343195776,k2_hermes,6605,0,10k_15,lbol,0,4912.479,101.27649401952515,5038.0,0.05,bay,4.5189085,0.18661704346326155,0.10365963,0.09415249504674877,0,0.11008109,1.0059967,5.4430127,2.401342214363176,0.6991067,0.043058307210919994,0.04987230797890375,447.0,0,0.7693304,1.3117204,-0.38889985084533696,0.11497817560426721,1.0,1,nan,nan,nan,32,0.5440077590942387,0.18441760206257674,1.0,0,0.06498331069946328,0.09009156427317194,1.0,0,0.2367986679077152,0.14125218195666772,1.0,0,0.14842018127441392,0.10117627742185165,1.0,0,0.07173374176025415,0.09169047081186533,1.0,0,-0.016144580841064737,0.13484260251396515,1.0,0,-0.05477159500122042,0.10868388920156727,1.0,0,0.016895141601562358,0.0871032529851862,1.0,0,None,None,0,0,0.010434538744900518,0.08210903381956652,55.0,0,nan,nan,nan,32,0.04045654314138156,0.147708340909079,3.0,0,0.04637729644775401,0.1235646024059506,1.0,0,None,None,0,0,0.009478015899658132,0.1416657466905757,1.0,0,0.017637309048580796,0.11137077133906384,12.0,0,-0.042728294227023345,0.10800175368818837,3.0,0,0.05861096308409568,0.08093772281012822,3.0,0,-0.03457818661239283,0.16926532075246944,3.0,0,nan,nan,nan,32,0.13861198425292987,0.14151821111370985,1.0,1,-0.3641193771362303,0.2818748478037386,2.0,0,0.07203219723322621,0.1303169486359711,10.0,0,nan,nan,2.0,32,nan,nan,2.0,32,-0.297669334411621,0.14211200386682452,1.0,0,nan,nan,nan,32,0.316223964691162,0.17187831200941034,1.0,1,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,1.0,32,133.206291291858,10.1376921800429,3.019216945896869,0.03172726272061335,328.103371878323,324.697268316302,331.580386255145,411.176920036451,71.55899810791016,0.09200000017881393,nan,nan,0,0.0424201,14.6885774077,24.2981536385,41.0491781118,38.2453046697,0,13.855458,12.128,0.023,11.63,0.028,11.529,0.023,AAA,11.526,0.021,AABU,0.02203210505676288,0.032130000427281646,1.9755914,1.1661899678280117,133.20628489988033,10.137691125362585
1510,08523401+1022044,160107004101083,597814986101760256,597814986101760256,k2_hermes,6605,0,10k_7,lbol,0,4703.8193,103.87366589497407,4689.0,0.0,bay,4.592165,0.19165240141859854,0.1014905,0.09274975710029963,0,0.07744005,0.9726111,6.1344357,2.3675101233781004,0.7927262,0.005517684612056725,0.0540496659716378,414.0,0,0.76663643,1.6134875,-0.6352634906768799,0.11327717187861552,1.0,1,nan,nan,nan,32,0.5441875267028813,0.18087514677972255,1.0,0,-0.03308683395385703,0.08729604653057585,1.0,0,nan,nan,nan,32,0.19377264022827134,0.09907554021988653,1.0,0,-0.06890270233154272,0.08924532621148923,1.0,0,0.07596176147460909,0.1313780310882019,1.0,0,0.05882389068603544,0.10641766780585281,1.0,0,-0.03590742111206069,0.08486370370769127,1.0,0,None,None,0,0,0.041614941438212975,0.08823352038724341,51.0,0,nan,nan,nan,32,-0.0087053680419924,0.17966750772747342,1.0,0,-0.14299810409545888,0.12023312063889673,1.0,0,None,None,0,0,0.028963489532470632,0.13668172380643234,1.0,0,-0.10908239551770939,0.10963166625245736,12.0,0,-0.019197611973084047,0.10599428538242787,3.0,0,0.003470751594308758,0.07939003103886734,3.0,0,-0.1582307434082031,0.2049618695326295,2.0,0,-0.06263933181762704,0.13629816522287058,1.0,0,-0.014301109313964666,0.13998647527729252,1.0,1,0.7341953849792482,0.272646788013687,2.0,0,0.052693309783935494,0.18115030229091644,1.0,0,0.9856105613708497,0.1508422382392299,2.0,0,nan,nan,2.0,32,-0.13244859695434563,0.13834899889895802,1.0,0,nan,nan,nan,32,nan,nan,nan,32,nan,nan,2.0,32,nan,nan,2.0,32,nan,nan,1.0,32,133.1417004186543,10.367731193692268,3.6379132677383628,0.027595338300443355,272.729566933904,270.676837494071,274.813104545215,410.67452435479,22.636999130249023,0.09799999743700027,nan,nan,0,0.0476738,14.6821389992,25.2367613816,42.3155290563,38.4589532838,0,13.976081,12.118,0.029,11.621,0.032,11.472,0.025,AAA,11.484,0.022,AABU,0.052326266143798844,0.0356486730177611,2.1061697,1.1114480489935081,133.14169925869575,10.36772567086677
